Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,420125,50674,Demonstration Duration,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,473407,15726,First Response Window,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,481869,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,482721,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,489065,94392,Exploration Duration,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,499197,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,499205,1635,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,505644,1521,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,507980,4437,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,508341,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,508660,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,509087,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,509577,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,509821,44010,Engagement,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,510127,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,510728,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,511218,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,511623,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,512156,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,514220,1101,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,516188,7975,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,516227,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,518635,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,525531,6273,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,525605,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,527182,2793,Head Touch ,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,530145,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,532705,2436,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,536542,1768,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,536561,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,536987,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,537413,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,537882,0,Hand Touch,Example: Clear hand touch w/ box NOT globe
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,538180,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,538607,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,538990,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,539417,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,539843,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,540184,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,540653,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,541058,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,543215,1802,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,546519,6272,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,547111,3282,Head Touch ,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,554560,14247,Engagement,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,560766,6940,IBA,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,560857,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,561072,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,561508,0,Hand Touch,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,563672,3534,Head Touch ,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,576248,7219,Engagement,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,7265,412868,Warm Up Duration,(null)
3,"Exposed, Dax To Toy",Exposed,Dax To Toy,7275,622729,Total Trial Length,(null)
