Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,14208,443026,Warm Up Duration,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,14210,638802,Total Trial Length,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,465175,58183,Demonstration Duration,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,523358,10301,Frist Response Window,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,525844,0,First Action,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,525844,0,Head Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,527097,0,Head Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,530041,0,Head Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,533662,61919,Exploration Duration,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,542068,4571,Engagement,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,543737,0,Hand Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,543737,2135,IBA,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,549776,0,Hand Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,549776,1768,IBA,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,549776,7007,Engagement,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,558685,934,Engagement,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,563256,7574,Engagement,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,565625,0,Hand Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,565658,2970,IBA,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,566693,0,Head Touch,(null)
8,"Exposed, Dax To Toy",Exposed,Dax To Toy,576069,1468,Engagement,(null)
