Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,1916,628448,Total Trial Length,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,1934,407856,Warm Up Duration,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,417431,45780,Demonstration Duration,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,463211,6506,Frist Response Window,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,464846,0,First Action,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,464846,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,466714,0,Head Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,469717,70737,Exploration Duration,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,473821,44445,Engagement,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,475189,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,475189,1368,IBA,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,486934,901,IBA,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,487335,0,Head Touch,lean? 
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,488269,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,488269,1168,IBA,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,503985,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,504051,1368,IBA,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,520468,19953,Engagement,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,522270,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,522336,6640,IBA,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,536284,0,Hand Touch,(null)
9,"Exposed, Dax To Toy",Exposed,Dax To Toy,536284,4137,IBA,(null)
