Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,113102,503450,Total Trial Length,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,113120,325047,Warm Up Duration,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,446368,44818,Demonstration Duration,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,491186,9823,First Window,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,493265,0,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,493270,0,Frist Action,Hand
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,493926,0,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,494994,0,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,501000,1835,IBA,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,501000,60886,Engagement,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,501009,60861,Exploration Duration,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,512278,4104,IBA,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,514280,0,Head Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,514944,1371,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,519792,3205,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,519919,37738,IBA,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,520219,0,Head Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,525105,4469,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,530017,2403,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,530944,0,Head Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,532715,28291,Hand Touch,(null)
1,"Exposed, Dax To Toy",Exposed,Dax To Toy,555208,0,Head Touch,(null)
