Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,490510,41286,Demonstration Duration,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,531796,14655,Frist Response Window,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,533462,0,First Action,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,533462,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,535731,0,Head Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,541816,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,543747,0,Head Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,546451,63596,Exploration Duration,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,552058,10143,Engagement,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,553477,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,553559,401,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,555723,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,555728,3637,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,561300,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,561300,901,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,563970,45027,Engagement,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,564318,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,564337,133,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,565505,1768,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,565525,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,566926,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,569575,2670,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,569581,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,600273,3803,IBA,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,600317,0,Hand Touch,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,7614,473649,Warm Up Duration,(null)
26,"Occupied, Dax To Toy",Occupied,Dax To Toy,7614,681360,Total Trial Length,(null)
