Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
13,"Occupied, Dax Toy",Occupied,Dax Toy,514854,40341,Demonstration Duration,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,555195,29462,Frist Response Window,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,584657,65499,Exploration Duration,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,586125,56624,Engagement,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,586993,0,First Action,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,586993,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,587093,2336,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,590864,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,590897,5005,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,596269,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,596302,1435,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,599505,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,599572,3837,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,610517,6072,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,610550,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,618958,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,618958,1468,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,624430,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,624430,968,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,631137,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,631237,3971,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,6316,502299,Warm Up Duration,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,6320,725418,Total Trial Length,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,636075,0,Hand Touch,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,636075,1569,IBA,(null)
13,"Occupied, Dax Toy",Occupied,Dax Toy,644184,2135,Engagement,(null)
