Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,13515,773002,Warm Up Duration,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,13515,971283,Total Trial Length,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,795616,49777,Demonstration Duration,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,845393,11586,Frist Response Window,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,846921,0,Hand Touch,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,846931,0,First Action,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,849511,0,Hand Touch,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,850673,0,Hand Touch,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,856957,59859,Engagement,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,856979,70868,Exploration Duration,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,864397,901,IBA,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,864421,0,Hand Touch,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,873087,0,Hand Touch,Evident in PIP view
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,873106,3237,IBA,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,882387,0,Hand Touch,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,882415,1268,IBA,(null)
6,"Exposed, Dax To Toy",Exposed,Dax To Toy,888165,0,Hand Touch,(null)
