Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
21,"Exposed, Dax Toy",Exposed,Dax Toy,10423,431781,Warm Up Duration,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,10423,668553,Total Trial Length,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,448176,44309,Demonstration Duration,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,492485,25391,Frist Response Window,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,510582,0,First Action,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,510582,0,Hand Touch,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,517876,78749,Exploration Duration,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,528274,4404,Engagement,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,528974,3537,IBA,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,528999,0,Hand Touch,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,532678,6039,Engagement,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,541620,17318,Engagement,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,556335,2603,IBA,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,556829,0,Head Touch,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,561740,24492,Engagement,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,562208,0,Hand Touch,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,562208,1801,IBA,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,580259,1868,IBA,(null)
21,"Exposed, Dax Toy",Exposed,Dax Toy,580283,0,Hand Touch,(null)
