Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
11,"Exposed, Dax",Exposed,Dax,40204,453287,Warm Up Duration,(null)
11,"Exposed, Dax",Exposed,Dax,40204,653286,Total Trial Length,start - the child is playing on the floor with the toys (not in view of camera) 
11,"Exposed, Dax",Exposed,Dax,500397,42676,Demonstration Duration,(null)
11,"Exposed, Dax",Exposed,Dax,543073,28395,First Response Window,(null)
11,"Exposed, Dax",Exposed,Dax,571468,81916,Exploration Duration,(null)
11,"Exposed, Dax",Exposed,Dax,583047,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,595059,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,602900,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,604134,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,608272,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,609707,0,Head Touch,(null)
11,"Exposed, Dax",Exposed,Dax,613611,0,Hand Touch,(null)
11,"Exposed, Dax",Exposed,Dax,636100,0,Hand Touch,(null)
