Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,13495,716611,Total Trial Length,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,13508,491146,Warm Up Duration,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,514668,45865,Demonstration Duration,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,560557,9030,Frist Response Window,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,563879,0,First Action,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,563879,0,Head Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,569587,102555,Exploration Duration,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,582048,4304,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,583416,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,583516,2869,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,585113,0,Head Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,588554,5005,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,591290,2002,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,591314,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,595595,834,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,602235,39038,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,603493,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,603502,7808,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,607775,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,609645,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,610850,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,621787,701,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,621824,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,624890,3137,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,643409,14481,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,645111,2803,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,645126,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,648381,3270,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,648472,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,650047,0,Hand Touch,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,659692,6106,Engagement,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,660626,2269,IBA,(null)
4,"Exposed, Dax To Toy",Exposed,Dax To Toy,660676,0,Hand Touch,(null)
