Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,14940,521703,Warm Up Duration,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,1840,727891,Total Trial Length,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,543678,48716,Demonstration Duration,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,592394,18652,Frist Response Window,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,599367,0,First Action,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,599367,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,611046,70036,Exploration Duration,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,611046,8208,Engagement,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,613081,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,613081,1935,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,620822,15416,Engagement,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,621323,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,621423,5672,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,622157,0,Head Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,625427,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,629782,0,Head Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,629898,1193,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,632801,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,632868,1568,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,637706,13180,Engagement,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,637973,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,639307,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,643211,768,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,646948,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,647048,3471,IBA,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,673542,3903,Engagement,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,673842,0,Hand Touch,(null)
5,"Exposed, Dax To Toy",Exposed,Dax To Toy,673842,3603,IBA,(null)
