Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,10044,359959,Warm Up Duration,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,10044,616116,Total Trial Length,Began warm-up/total trial duration when child initiated contact with toy (since not in mother's lap) 
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,372493,48879,Demonstration Duration,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,421372,13103,Frist Response Window,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,423192,0,First Action,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,423192,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,424841,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,429230,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,434475,101955,Exploration Duration,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,436370,18518,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,438072,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,438138,2569,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,439042,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,449162,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,449182,2770,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,454888,10511,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,456014,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,456023,567,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,458158,2503,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,458197,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,466483,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,466533,1034,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,466533,716,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,468869,9142,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,468881,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,474308,2369,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,494528,5839,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,496863,2570,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,496971,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,506073,30397,Engagement,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,507055,0,Head Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,507207,3337,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,513735,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,513780,6707,IBA,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,534203,0,Hand Touch,(null)
23,"Occupied, Dax To Toy",Occupied,Dax To Toy,534234,1135,IBA,(null)
